id,first_name,last_name,bats,throws,weight,height,debut,final_game,birth_year,birth_month,birth_day,birth_city,birth_state,birth_country
12230,Andy,Hawkins,R,R,200,76,17/07/1982,04/08/1991,1960,1,21,Waco,TX,USA
12231,Carmelo,Castillo,R,R,185,73,17/07/1982,09/05/1991,1958,6,8,San Pedro de Macoris,San Pedro de Macoris,D.R.
12232,Glenn,Gulliver,L,R,175,71,17/07/1982,01/10/1983,1954,10,15,Detroit,MI,USA
12233,Derek,Botelho,R,R,180,74,18/07/1982,24/09/1985,1956,8,2,Long Beach,CA,USA
12234,Rich,Barnes,R,L,186,76,18/07/1982,25/09/1983,1959,7,21,Palm Beach,FL,USA
12235,Tony,Gwynn,L,L,185,71,19/07/1982,07/10/2001,1960,5,9,Los Angeles,CA,USA
12236,Dave,Gumpert,R,R,190,73,25/07/1982,29/05/1987,1958,5,5,South Haven,MI,USA
12237,Don,Crow,R,R,200,76,25/07/1982,01/08/1982,1958,8,18,Yakima,WA,USA
12238,Chris,Nyman,R,R,200,76,28/07/1982,01/10/1983,1955,6,6,Pomona,CA,USA
12239,Ricky,Wright,L,L,175,75,28/07/1982,05/08/1986,1958,11,22,Paris,TX,USA
12240,Bryan,Little,B,R,160,70,29/07/1982,05/10/1986,1959,10,8,Houston,TX,USA
12241,Brad,Lesley,R,R,230,78,31/07/1982,04/10/1985,1958,9,11,Turlock,CA,USA
12242,Joe,Lansford,R,R,225,77,31/07/1982,02/10/1983,1961,1,15,Santa Clara,CA,USA
12243,Rick,Steirer,R,R,200,76,05/08/1982,24/09/1984,1956,8,27,Baltimore,MD,USA
12244,Rick,Ownbey,R,R,185,75,17/08/1982,03/07/1986,1957,10,20,Corona,CA,USA
12245,Ron,Musselman,R,R,185,74,18/08/1982,23/08/1985,1954,11,11,Wilmington,NC,USA
12246,Jim,Siwy,R,R,200,76,20/08/1982,12/05/1984,1958,9,20,Pawtucket,RI,USA
12247,Brian,Denman,R,R,205,76,22/08/1982,02/10/1982,1956,2,12,Minneapolis,MN,USA
12248,John,Moses,B,L,165,70,23/08/1982,04/10/1992,1957,8,9,Los Angeles,CA,USA
12249,Mike,Smithson,R,R,215,80,27/08/1982,28/09/1989,1955,1,21,Centerville,TN,USA
12250,Rick,Lancellotti,L,L,195,75,27/08/1982,18/08/1990,1956,7,5,Providence,RI,USA
12251,Mark,Eichhorn,R,R,200,76,30/08/1982,14/09/1996,1960,11,21,San Jose,CA,USA
12252,Dave,Sax,R,R,185,72,01/09/1982,26/04/1987,1958,9,22,Sacramento,CA,USA
12253,Greg,Brock,L,R,200,75,01/09/1982,28/06/1991,1957,6,14,McMinnville,OR,USA
12254,Kelly,Paris,R,R,175,72,01/09/1982,18/08/1988,1957,10,17,Encino,CA,USA
12255,Kevin,Rhomberg,R,R,175,72,01/09/1982,05/06/1984,1955,11,22,Dubuque,IA,USA
12256,Mike,Laga,L,L,210,74,01/09/1982,03/10/1990,1960,6,14,Ridgewood,NJ,USA
12257,Ron,Kittle,R,R,200,76,02/09/1982,13/08/1991,1958,1,5,Gary,IN,USA
12258,Neal,Heaton,L,L,197,73,03/09/1982,26/06/1993,1960,3,3,South Ozone Park,NY,USA
12259,Pete,O'Brien,L,L,185,73,03/09/1982,20/07/1993,1958,2,9,Santa Monica,CA,USA
12260,Brad,Wellman,R,R,170,72,04/09/1982,01/10/1989,1959,8,17,Lodi,CA,USA
12261,Geno,Petralli,L,R,185,74,04/09/1982,02/10/1993,1959,9,25,Sacramento,CA,USA
12262,John,Rabb,R,R,180,73,04/09/1982,31/07/1988,1960,6,23,Los Angeles,CA,USA
12263,Lee,Tunnell,R,R,180,73,04/09/1982,22/06/1989,1960,10,30,Tyler,TX,USA
12264,Mark,Dempsey,R,R,220,78,04/09/1982,02/10/1982,1957,12,17,Dayton,OH,USA
12265,Paul,Zuvella,R,R,173,72,04/09/1982,02/05/1991,1958,10,31,San Mateo,CA,USA
12266,Doug,Frobel,L,R,196,76,05/09/1982,23/08/1987,1959,6,6,Ottawa,ON,CAN
12267,Alejandro,Sanchez,R,R,185,72,06/09/1982,16/05/1987,1959,2,14,San Pedro de Macoris,San Pedro de Macoris,D.R.
12268,Bill,Doran,B,R,175,71,06/09/1982,08/07/1993,1958,5,28,Cincinnati,OH,USA
12269,Doug,Sisk,R,R,210,74,06/09/1982,23/05/1991,1957,9,26,Renton,WA,USA
12270,Marty,Barrett,R,R,175,70,06/09/1982,07/05/1991,1958,6,23,Arcadia,CA,USA
12271,Nick,Capra,R,R,165,68,06/09/1982,24/04/1991,1958,3,8,Denver,CO,USA
12272,Rafael,Belliard,R,R,160,66,06/09/1982,09/04/1998,1961,10,24,Pueblo Nuevo,Valverde,D.R.
12273,Bill,Scherrer,L,L,170,76,07/09/1982,28/07/1988,1958,1,20,Tonawanda,NY,USA
12274,Gary,Redus,R,R,180,73,07/09/1982,23/07/1994,1956,11,1,Tanner,AL,USA
12275,Jim,Farr,R,R,195,73,07/09/1982,03/10/1982,1956,5,18,Waverly,NY,USA
12276,Mark,Ryal,L,L,185,73,07/09/1982,03/10/1990,1960,8,28,Henryetta,OK,USA
12277,Don,Mattingly,L,L,175,72,08/09/1982,01/10/1995,1961,4,20,Evansville,IN,USA
12278,Eddie,Vargas,R,R,205,76,08/09/1982,30/09/1984,1959,2,23,Guanica,NULL,P.R.
12279,Curt,Kaufman,R,R,175,74,10/09/1982,25/09/1984,1957,7,19,Omaha,NE,USA
12280,Larry,Ray,L,R,195,73,10/09/1982,02/10/1982,1958,3,11,Madison,IN,USA
12281,Tom,Henke,R,R,215,77,10/09/1982,30/09/1995,1957,12,21,Kansas City,MO,USA
12282,Chris,Codiroli,R,R,160,73,11/09/1982,02/10/1990,1958,3,26,Oxnard,CA,USA
12283,Buddy,Biancalana,B,R,160,71,12/09/1982,04/10/1987,1960,2,2,Greenbrae,CA,USA
12284,Dave,Baker,L,R,185,72,12/09/1982,29/09/1982,1956,11,25,Lacona,IA,USA
12285,Mark,Ross,R,R,195,72,12/09/1982,15/08/1990,1954,8,8,Galveston,TX,USA
12286,Ron,Johnson,R,R,215,75,12/09/1982,22/06/1984,1956,3,23,Long Beach,CA,USA
12287,Gary,Pettis,B,R,165,73,13/09/1982,10/09/1992,1958,4,3,Oakland,CA,USA
12288,Mike,Mason,L,L,205,74,13/09/1982,08/05/1988,1958,11,21,Faribault,MN,USA
12289,Oil Can,Boyd,R,R,155,73,13/09/1982,01/10/1991,1959,10,6,Meridian,MS,USA
12290,Orlando,Mercado,R,R,180,72,13/09/1982,30/09/1990,1961,11,7,Arecibo,NULL,P.R.
12291,Mike,Young,B,R,195,74,14/09/1982,30/09/1989,1960,3,20,Oakland,CA,USA
12292,Don,Welchel,R,R,205,76,15/09/1982,31/05/1983,1957,2,3,Atlanta,TX,USA
12293,Ricky,Adams,R,R,180,74,15/09/1982,05/10/1985,1959,1,21,Upland,CA,USA
12294,Mike,Brown,R,R,195,74,16/09/1982,15/08/1987,1959,3,24,Camden County,NJ,USA
12295,Bob,Skube,L,L,180,72,17/09/1982,29/05/1983,1957,10,8,Northridge,CA,USA
12296,Stefan,Wever,R,R,245,80,17/09/1982,17/09/1982,1958,4,22,Marburg,Hesse,Germany
12297,Greg,Walker,L,R,205,75,18/09/1982,01/07/1990,1959,10,6,Douglas,GA,USA
12298,Walt,Terrell,L,R,205,74,18/09/1982,02/10/1992,1958,5,11,Jeffersonville,IN,USA
12299,George,Hinshaw,R,R,185,72,19/09/1982,02/10/1983,1959,10,23,Los Angeles,CA,USA
12300,Jay,Baller,R,R,215,78,19/09/1982,31/08/1992,1960,10,6,Stayton,OR,USA
12301,Leo,Hernandez,R,R,170,71,19/09/1982,02/10/1986,1959,11,6,Santa Lucia,Miranda,Venezuela
12302,Junior,Ortiz,R,R,174,71,20/09/1982,08/08/1994,1959,10,24,Humacao,NULL,P.R.
12303,Ron,Tingley,R,R,160,74,25/09/1982,27/09/1995,1959,5,27,Presque Isle,ME,USA
12304,Edwin,Rodriguez,R,R,175,71,28/09/1982,30/04/1985,1960,8,14,Ponce,NULL,P.R.
12305,Ronn,Reynolds,R,R,200,72,29/09/1982,05/07/1990,1958,9,28,Wichita,KS,USA
12306,Marc,Sullivan,R,R,205,76,01/10/1982,03/10/1987,1958,7,25,Quincy,MA,USA
12307,Scott,Garrelts,R,R,195,76,02/10/1982,10/06/1991,1961,10,30,Champaign,IL,USA
12308,Mike,Stenhouse,L,R,195,73,03/10/1982,23/07/1986,1958,5,29,Pueblo,CO,USA
12309,Jeff,Jones,R,R,200,74,04/04/1983,24/04/1983,1957,10,22,Philadelphia,PA,USA
12310,Julio,Solano,R,R,160,73,05/04/1983,30/04/1989,1960,1,8,Agua Blanca,El Seibo,D.R.
12311,Mike,Couchee,R,R,190,72,05/04/1983,17/05/1983,1957,12,4,San Jose,CA,USA
12312,Mike,Madden,L,L,190,73,05/04/1983,11/06/1986,1957,1,13,Denver,CO,USA
12313,Rafael,Santana,R,R,165,73,05/04/1983,23/04/1990,1958,1,31,La Romana,La Romana,D.R.
12314,Matt,Young,L,L,205,75,06/04/1983,06/08/1993,1958,8,9,Pasadena,CA,USA
12315,Craig,Lefferts,L,L,180,73,07/04/1983,03/07/1994,1957,9,29,Munich,Bavaria,Germany
12316,Jim,Acker,R,R,210,74,07/04/1983,14/06/1992,1958,9,24,Freer,TX,USA
12317,Rod,Allen,R,R,185,73,07/04/1983,02/10/1988,1959,10,5,Los Angeles,CA,USA
12318,Bryan,Oelkers,L,L,192,75,09/04/1983,03/10/1986,1961,3,11,Zaragoza,Zaragoza,Spain
12319,Steve,Lake,R,R,180,73,09/04/1983,22/09/1993,1957,3,14,Inglewood,CA,USA
12320,Tack,Wilson,R,R,185,70,09/04/1983,03/10/1987,1956,5,16,Shreveport,LA,USA
12321,Tom,Foley,L,R,175,73,09/04/1983,13/07/1995,1959,9,9,Fort Benning,GA,USA
12322,Bill,Krueger,L,L,205,77,10/04/1983,13/08/1995,1958,4,24,Waukegan,IL,USA
12323,Craig,McMurtry,R,R,195,77,10/04/1983,28/09/1995,1959,11,5,Temple,TX,USA
12324,Jim,Winn,R,R,210,75,10/04/1983,06/09/1988,1959,9,23,Stockton,CA,USA
12325,Dann,Bilardello,R,R,185,72,11/04/1983,04/10/1992,1959,5,26,Santa Cruz,CA,USA
12326,John,Mizerock,L,R,190,71,12/04/1983,01/10/1989,1960,12,8,Punxsutawney,PA,USA
12327,Rick,Behenna,R,R,170,74,12/04/1983,21/06/1985,1960,3,6,Miami,FL,USA
12328,Wil,Culmer,R,R,210,76,12/04/1983,01/05/1983,1957,11,11,Nassau,New Providence,Bahamas
12329,Bob,Gibson,R,R,195,72,13/04/1983,25/07/1987,1957,6,19,Philadelphia,PA,USA
12330,Bill,Dawley,R,R,235,77,15/04/1983,04/07/1989,1958,2,6,Norwich,CT,USA
12331,Mike,Bishop,R,R,188,74,16/04/1983,24/04/1983,1958,11,5,Santa Maria,CA,USA
12332,Mark,Calvert,R,R,195,73,17/04/1983,30/09/1984,1956,9,29,Tulsa,OK,USA
12333,Scott,Ullger,R,R,186,74,17/04/1983,30/09/1983,1955,6,10,New York,NY,USA
12334,Darryl,Cias,R,R,190,71,27/04/1983,24/09/1983,1957,4,23,New York,NY,USA
12335,Jamie,Allen,R,R,205,72,01/05/1983,04/09/1983,1958,5,29,Yakima,WA,USA
12336,Jose,Oquendo,B,R,160,70,02/05/1983,29/09/1995,1963,7,4,Rio Piedras,NULL,P.R.
12337,Rick,Grapenthin,R,R,205,74,03/05/1983,29/06/1985,1958,4,16,Linn Grove,IA,USA
12338,Darryl,Strawberry,L,L,190,78,06/05/1983,03/10/1999,1962,3,12,Los Angeles,CA,USA
12339,Dave,Anderson,R,R,185,74,08/05/1983,03/10/1992,1960,8,1,Louisville,KY,USA
12340,Dave,Von Ohlen,L,L,200,74,13/05/1983,21/06/1987,1958,10,25,Flushing,NY,USA
12341,Mark,Thurmond,L,L,180,72,14/05/1983,02/09/1990,1956,9,12,Houston,TX,USA
12342,Ricky,Nelson,L,R,200,72,17/05/1983,02/08/1986,1959,5,8,Eloy,AZ,USA
12343,Dan,Morogiello,L,L,200,73,20/05/1983,22/09/1983,1955,3,26,Brooklyn,NY,USA
12344,Luis,Quinones,B,R,165,71,27/05/1983,11/04/1992,1962,4,28,Ponce,NULL,P.R.
12345,Charles,Hudson,B,R,185,75,31/05/1983,11/08/1989,1959,3,16,Ennis,TX,USA
12346,Kevin,McReynolds,R,R,205,72,02/06/1983,11/08/1994,1959,10,16,Little Rock,AR,USA
12347,Kevin,Hagen,R,R,185,74,04/06/1983,29/09/1984,1960,3,8,Renton,WA,USA
12348,Greg,Gagne,R,R,185,71,05/06/1983,27/09/1997,1961,11,12,Fall River,MA,USA
12349,Stan,Clarke,R,L,180,73,07/06/1983,29/09/1990,1960,8,9,Toledo,OH,USA
12350,Allan,Ramirez,R,R,180,70,08/06/1983,13/09/1983,1957,5,1,Victoria,TX,USA
12351,Curt,Brown,R,R,200,77,10/06/1983,14/06/1987,1960,1,15,Fort Lauderdale,FL,USA
12352,Gil,Reyes,R,R,200,74,11/06/1983,06/10/1991,1963,12,10,Santo Domingo,Distrito Nacional,D.R.
12353,Joel,Skinner,R,R,198,76,12/06/1983,22/09/1991,1961,2,21,La Jolla,CA,USA
12354,Mike,Warren,R,R,175,73,12/06/1983,02/07/1985,1961,3,26,Inglewood,CA,USA
12355,Houston,Jimenez,R,R,144,68,13/06/1983,12/09/1988,1957,10,30,Mexico,Distrito Federal,Mexico
12356,Keefe,Cato,R,R,185,73,13/06/1983,26/07/1984,1958,5,6,Yonkers,NY,USA
12357,Cliff,Pastornicky,R,R,170,70,14/06/1983,27/06/1983,1958,11,18,Seattle,WA,USA
12358,Marvell,Wynne,L,L,175,71,15/06/1983,03/10/1990,1959,12,17,Chicago,IL,USA
12359,Andy,Van Slyke,L,R,190,73,17/06/1983,01/10/1995,1960,12,21,Utica,NY,USA
12360,Tom,Grant,L,R,190,74,17/06/1983,02/10/1983,1957,5,28,Worcester,MA,USA
12361,Nick,Esasky,R,R,200,75,19/06/1983,21/04/1990,1960,2,24,Hialeah,FL,USA
12362,Ben,Callahan,R,R,230,79,22/06/1983,03/07/1983,1957,5,19,Mount Airy,NC,USA
12363,Curt,Young,R,L,175,73,24/06/1983,05/07/1993,1960,4,16,Saginaw,MI,USA
12364,John,Stefero,L,R,185,68,24/06/1983,24/05/1987,1959,9,22,Sumter,SC,USA
12365,Kevin,Gross,R,R,203,77,25/06/1983,25/07/1997,1961,6,8,Downey,CA,USA
12366,Spike,Owen,B,R,165,69,25/06/1983,02/10/1995,1961,4,19,Cleburne,TX,USA
12367,Bob,Meacham,B,R,175,73,30/06/1983,10/07/1988,1960,8,25,Los Angeles,CA,USA
12368,Ray,Fontenot,L,L,175,72,30/06/1983,01/10/1986,1957,8,8,Lake Charles,LA,USA
12369,Mike,Walters,R,R,203,77,08/07/1983,24/08/1984,1957,10,18,St. Louis,MO,USA
12370,George,Bjorkman,R,R,190,74,10/07/1983,02/10/1983,1956,8,26,Ontario,CA,USA
12371,Gorman,Heimueller,L,L,195,76,12/07/1983,04/07/1984,1955,9,24,Los Angeles,CA,USA
12372,Bill,Schroeder,R,R,200,74,13/07/1983,09/09/1990,1958,9,7,Baltimore,MD,USA
12373,Keith,Atherton,R,R,200,76,14/07/1983,05/08/1989,1959,2,19,Newport News,VA,USA
12374,Pat,Larkin,L,L,180,72,16/07/1983,01/08/1983,1960,6,14,Arcadia,CA,USA
12375,Greg,Bargar,R,R,185,74,17/07/1983,02/10/1986,1959,1,27,Inglewood,CA,USA
12376,Steve,Jeltz,B,R,180,71,17/07/1983,03/10/1990,1959,5,28,Paris,Ile-de-France,France
12377,Bill,Lyons,R,R,175,73,20/07/1983,30/09/1984,1958,4,26,Alton,IL,USA
12378,Jamie,Nelson,R,R,180,71,21/07/1983,01/10/1983,1959,9,5,Clinton,OK,USA
12379,Mike,Brown,R,R,195,74,21/07/1983,02/10/1988,1959,12,29,San Francisco,CA,USA
12380,Al,Chambers,L,L,217,76,23/07/1983,25/09/1985,1961,3,24,Harrisburg,PA,USA
12381,Jose,DeLeon,R,R,210,75,23/07/1983,18/09/1995,1960,12,20,Rancho Viejo,La Vega,D.R.
12382,Donnie,Hill,B,R,160,70,25/07/1983,11/07/1992,1960,11,12,Pomona,CA,USA
12383,Jack,Fimple,R,R,185,74,30/07/1983,04/10/1987,1959,2,10,Darby,PA,USA
12384,Joe,Carter,R,R,215,75,30/07/1983,28/09/1998,1960,3,7,Oklahoma City,OK,USA
12385,Frank,Wills,R,R,200,74,31/07/1983,30/04/1991,1958,10,26,New Orleans,LA,USA
12386,Steve,Brown,R,R,200,77,01/08/1983,24/04/1984,1957,2,12,San Francisco,CA,USA
12387,Matt,Williams,R,R,200,73,02/08/1983,05/10/1985,1959,7,25,Houston,TX,USA
12388,Al,Jones,R,R,210,76,06/08/1983,30/09/1985,1959,2,10,Charleston,MS,USA
12389,Danny,Cox,R,R,235,76,06/08/1983,18/09/1995,1959,9,21,Northampton,Northamptonshire,United Kingdom
12390,Tom,Candiotti,R,R,205,75,08/08/1983,24/07/1999,1956,8,31,Walnut Creek,CA,USA
12391,Angel,Salazar,R,R,180,72,10/08/1983,01/10/1988,1961,11,4,Anaco,Anzoategui,Venezuela
12392,Gerald,Perry,L,R,180,71,11/08/1983,24/08/1995,1960,10,30,Savannah,GA,USA
12393,Mark,Smith,L,R,215,74,12/08/1983,02/10/1983,1955,11,23,Alexandria,VA,USA
12394,Bill,Swaggerty,R,R,186,74,13/08/1983,04/05/1986,1956,12,5,Sanford,FL,USA
12395,Jeff,Russell,R,R,200,76,13/08/1983,27/09/1996,1961,9,2,Cincinnati,OH,USA
12396,Brad,Komminsk,R,R,202,74,14/08/1983,05/10/1991,1961,4,4,Lima,OH,USA
12397,Mark,Huismann,R,R,195,75,16/08/1983,04/05/1991,1958,5,11,Lincoln,NE,USA
12398,Karl,Best,R,R,190,76,19/08/1983,20/06/1988,1959,3,6,Aberdeen,WA,USA
12399,Mike,Jeffcoat,L,L,187,74,21/08/1983,24/06/1994,1959,8,3,Pine Bluff,AR,USA
12400,Carmelo,Martinez,R,R,190,74,22/08/1983,02/10/1991,1960,7,28,Dorado,NULL,P.R.
12401,Butch,Davis,R,R,185,72,23/08/1983,31/07/1994,1958,6,19,Williamston,NC,USA
12402,Juan,Samuel,R,R,170,71,24/08/1983,26/09/1998,1960,12,9,San Pedro de Macoris,San Pedro de Macoris,D.R.
12403,Joe,Orsulak,L,L,185,73,01/09/1983,25/09/1997,1962,5,31,Glen Ridge,NJ,USA
12404,Orel,Hershiser,R,R,190,75,01/09/1983,26/06/2000,1958,9,16,Buffalo,NY,USA
12405,R. J.,Reynolds,B,R,190,72,01/09/1983,02/10/1990,1959,4,19,Sacramento,CA,USA
12406,Sid,Bream,L,L,215,76,01/09/1983,27/07/1994,1960,8,3,Carlisle,PA,USA
12407,Steve,Christmas,L,R,190,72,01/09/1983,28/04/1986,1957,12,9,Orlando,FL,USA
12408,Tony,Ghelfi,R,R,185,75,01/09/1983,13/09/1983,1961,8,23,La Crosse,WI,USA
12409,Cecil,Espy,B,R,195,75,02/09/1983,13/06/1993,1963,1,20,San Diego,CA,USA
12410,Dan,Rohn,L,R,165,68,02/09/1983,21/05/1986,1956,1,10,Alpena,MI,USA
12411,German,Rivera,R,R,195,74,02/09/1983,28/09/1985,1960,7,6,Santurce,NULL,P.R.
12412,Harold,Reynolds,B,R,165,71,02/09/1983,07/08/1994,1960,11,26,Eugene,OR,USA
12413,Jeff,Dedmon,L,R,200,74,02/09/1983,29/09/1988,1960,3,4,Torrance,CA,USA
12414,Mike,Fuentes,R,R,190,75,02/09/1983,21/09/1984,1958,6,11,Miami,FL,USA
12415,Mitch,Webster,B,L,185,72,02/09/1983,01/10/1995,1959,5,16,Larned,KS,USA
12416,Phil,Bradley,R,R,185,72,02/09/1983,29/09/1990,1959,3,11,Bloomington,IN,USA
12417,Tony,Fernandez,B,R,165,74,02/09/1983,07/10/2001,1962,6,30,San Pedro de Macoris,San Pedro de Macoris,D.R.
12418,Bert,Bradley,B,R,190,73,03/09/1983,02/10/1983,1956,12,23,Athens,GA,USA
12419,Jeff,Heathcock,R,R,205,76,03/09/1983,28/09/1988,1959,11,18,Covina,CA,USA
12420,Lee,Graham,L,L,170,70,03/09/1983,02/10/1983,1959,9,22,Summerfield,FL,USA
12421,Ron,Wotus,R,R,164,73,03/09/1983,30/09/1984,1961,3,3,Hartford,CT,USA
12422,Tim,Teufel,R,R,175,72,03/09/1983,28/09/1993,1958,7,7,Greenwich,CT,USA
12423,Darnell,Coles,R,R,185,73,04/09/1983,22/05/1997,1962,6,2,San Bernardino,CA,USA
12424,Dave,Hudgens,L,L,210,74,04/09/1983,01/10/1983,1956,12,5,Oroville,CA,USA
12425,Randy,Ready,R,R,180,71,04/09/1983,09/07/1995,1960,1,8,San Mateo,CA,USA
12426,Rusty,McNealy,L,L,160,68,04/09/1983,02/10/1983,1958,8,12,Sacramento,CA,USA
12427,Alfonso,Pulido,L,L,170,71,05/09/1983,01/09/1986,1957,1,23,Tierra Blanca,Veracruz,Mexico
12428,Dan,Gladden,R,R,180,71,05/09/1983,03/10/1993,1957,7,7,San Jose,CA,USA
12429,Al,Nipper,R,R,188,72,06/09/1983,16/07/1990,1959,4,2,San Diego,CA,USA
12430,Bill,Johnson,R,R,205,77,06/09/1983,29/09/1984,1960,10,6,Wilmington,DE,USA
12431,Dave,Owen,B,R,170,74,06/09/1983,02/10/1988,1958,4,25,Cleburne,TX,USA
12432,Jackie,Gutierrez,R,R,175,71,06/09/1983,01/10/1988,1960,6,27,Cartagena,Bolivar,Colombia
12433,Rich,Rodas,L,L,180,74,06/09/1983,19/06/1984,1959,11,7,Roseville,CA,USA
12434,Ron,Darling,R,R,195,75,06/09/1983,15/08/1995,1960,8,19,Honolulu,HI,USA
12435,Skeeter,Barnes,R,R,175,71,06/09/1983,20/06/1994,1957,3,7,Cincinnati,OH,USA
12436,Jaime,Cocanower,R,R,200,76,07/09/1983,12/07/1986,1957,2,14,San Juan,NULL,P.R.
12437,Tom,Dunbar,L,L,192,74,07/09/1983,13/07/1985,1959,11,24,Graniteville,SC,USA
12438,Dick,Schofield,R,R,175,70,08/09/1983,29/09/1996,1962,11,21,Springfield,IL,USA
12439,Fritzie,Connally,R,R,210,75,09/09/1983,02/07/1985,1958,5,19,Bryan,TX,USA
12440,Jeff,Stone,L,R,175,72,09/09/1983,02/10/1990,1960,12,26,Kennett,MO,USA
12441,Otis,Nixon,B,R,180,74,09/09/1983,03/10/1999,1959,1,9,Evergreen,NC,USA
12442,Razor,Shines,B,R,210,73,09/09/1983,14/05/1987,1956,7,18,Durham,NC,USA
12443,Curt,Wilkerson,B,R,158,69,10/09/1983,16/05/1993,1961,4,26,Petersburg,VA,USA
12444,Brian,Dayett,R,R,180,70,11/09/1983,03/10/1987,1957,1,22,New London,CT,USA
12445,Danny,Jackson,R,L,205,72,11/09/1983,07/08/1997,1962,1,5,San Antonio,TX,USA
12446,Greg,Booker,R,R,230,78,11/09/1983,26/05/1990,1960,6,22,Lynchburg,VA,USA
12447,Jay,Pettibone,R,R,182,76,11/09/1983,01/10/1983,1957,6,21,Mount Clemens,MI,USA
12448,Jim,Adduci,L,L,200,77,12/09/1983,26/07/1989,1959,8,9,Chicago,IL,USA
12449,Al,Lachowicz,R,R,198,75,13/09/1983,02/10/1983,1960,9,6,Pittsburgh,PA,USA
12450,Don,Schulze,R,R,215,75,13/09/1983,29/09/1989,1962,9,27,Roselle,IL,USA
12451,Jeff,Doyle,B,R,160,69,13/09/1983,02/10/1983,1956,10,2,Havre,MT,USA
12452,Mike,Fitzgerald,R,R,185,72,13/09/1983,04/10/1992,1960,7,13,Long Beach,CA,USA
12453,Ralph,Citarella,R,R,180,72,13/09/1983,10/07/1987,1958,2,7,East Orange,NJ,USA
12454,Dave,Huppert,R,R,190,73,15/09/1983,06/10/1985,1957,4,17,South Gate,CA,USA
12455,Mike,Diaz,R,R,195,74,15/09/1983,02/10/1988,1960,4,15,San Francisco,CA,USA
12456,Tim,Hulett,R,R,185,72,15/09/1983,14/05/1995,1960,1,12,Springfield,IL,USA
12457,Dennis,Rasmussen,L,L,230,79,16/09/1983,01/07/1995,1959,4,18,Los Angeles,CA,USA
12458,Dion,James,L,L,170,73,16/09/1983,21/04/1996,1962,11,9,Philadelphia,PA,USA
12459,Gerry,Davis,R,R,185,72,20/09/1983,06/10/1985,1958,12,25,Trenton,NJ,USA
12460,Larry,White,R,R,190,77,20/09/1983,25/09/1984,1958,9,24,San Fernando,CA,USA
12461,Marty,Decker,R,R,168,71,20/09/1983,02/10/1983,1957,6,7,Upland,CA,USA
12462,Sid,Fernandez,L,L,220,73,20/09/1983,05/04/1997,1962,10,12,Honolulu,HI,USA
12463,Andy,Beene,R,R,205,75,22/09/1983,24/08/1984,1956,10,13,Freeport,TX,USA
12464,Darren,Daulton,L,R,195,74,25/09/1983,28/09/1997,1962,1,3,Arkansas City,KS,USA
12465,Donnie,Scott,B,R,185,71,30/09/1983,04/10/1991,1961,8,16,Dunedin,FL,USA
12466,Don,Carman,L,L,195,75,01/10/1983,18/07/1992,1959,8,14,Oklahoma City,OK,USA
12467,Ross,Jones,R,R,185,74,02/04/1984,04/10/1987,1960,1,14,Miami,FL,USA
12468,Barbaro,Garbey,R,R,170,70,03/04/1984,02/10/1988,1956,12,4,Santiago de Cuba,Santiago de Cuba,Cuba
12469,Dave,Meier,R,R,195,72,03/04/1984,29/09/1988,1959,8,8,Helena,MT,USA
12470,Dwight,Lowry,L,R,210,75,03/04/1984,23/04/1988,1957,10,23,Lumberton,NC,USA
12471,Keith,Comstock,L,L,174,72,03/04/1984,05/08/1991,1955,12,23,San Francisco,CA,USA
12472,Bret,Saberhagen,R,R,160,73,04/04/1984,07/08/2001,1964,4,11,Chicago Heights,IL,USA
12473,Frank,Williams,R,R,180,73,05/04/1984,27/09/1989,1958,2,13,Seattle,WA,USA
12474,Henry,Cotto,R,R,178,74,05/04/1984,30/09/1993,1961,1,5,New York,NY,USA
12475,Jeff,Reed,L,R,190,74,05/04/1984,01/10/2000,1962,11,12,Joliet,IL,USA
12476,Jose,Rijo,R,R,200,73,05/04/1984,28/09/2002,1965,5,13,San Cristobal,San Cristobal,D.R.
12477,Ron,Romanick,R,R,195,76,05/04/1984,21/07/1986,1960,11,6,Burley,ID,USA
12478,Jimmy,Key,R,L,185,73,06/04/1984,20/09/1998,1961,4,22,Huntsville,AL,USA
12479,Mark,Gubicza,R,R,215,78,06/04/1984,11/04/1997,1962,8,14,Philadelphia,PA,USA
12480,Mike,Smith,R,R,175,72,06/04/1984,30/09/1989,1961,2,23,Jackson,MS,USA
12481,Dwight,Gooden,R,R,190,74,07/04/1984,29/09/2000,1964,11,16,Tampa,FL,USA
12482,Jeff,Robinson,R,R,195,76,07/04/1984,03/10/1992,1960,12,13,Santa Ana,CA,USA
12483,Mark,Langston,R,L,177,74,07/04/1984,24/09/1999,1960,8,20,San Diego,CA,USA
12484,Ricky,Horton,L,L,195,74,07/04/1984,23/07/1990,1959,7,30,Poughkeepsie,NY,USA
12485,Jeff,Bettendorf,R,R,180,75,08/04/1984,25/04/1984,1960,12,10,Lompoc,CA,USA
12486,Alvin,Davis,L,R,195,73,11/04/1984,25/06/1992,1960,9,9,Riverside,CA,USA
12487,Jerry,Willard,L,R,195,74,11/04/1984,19/05/1994,1960,3,14,Oxnard,CA,USA
12488,John,Gibbons,R,R,187,71,11/04/1984,04/10/1986,1962,6,8,Great Falls,MT,USA
